access	author	category	consortium	filename	id	mr	ncase	ncontrol	note	nsnp	path	pmid	population	priority	sample_size	sd	sex	subcategory	trait	unit	year
public	Neale	NA	Neale Lab	Allele.reorder.4548.assoc.tsv.gz.tab	UKB-a:369	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110964	0	Males and Females	NA	Health satisfaction	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1707_3.assoc.tsv.gz.tab	UKB-a:37	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	337130	0	Males and Females	NA	Handedness (chirality/laterality): Use both right and left hands equally	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4559.assoc.tsv.gz.tab	UKB-a:370	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110290	0	Males and Females	NA	Family relationship satisfaction	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4570.assoc.tsv.gz.tab	UKB-a:371	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110118	0	Males and Females	NA	Friendships satisfaction	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4581.assoc.tsv.gz.tab	UKB-a:372	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110814	0	Males and Females	NA	Financial situation satisfaction	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4598.assoc.tsv.gz.tab	UKB-a:373	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	109229	0	Males and Females	NA	Ever depressed for a whole week	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.46.assoc.tsv.gz.tab	UKB-a:374	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335821	0	Males and Females	NA	Hand grip strength (left)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4620.assoc.tsv.gz.tab	UKB-a:375	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	42378	0	Males and Females	NA	Number of depression episodes	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4631.assoc.tsv.gz.tab	UKB-a:376	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	106868	0	Males and Females	NA	Ever unenthusiastic/disinterested for a whole week	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4642.assoc.tsv.gz.tab	UKB-a:377	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	108734	0	Males and Females	NA	Ever manic/hyper for 2 days	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4653.assoc.tsv.gz.tab	UKB-a:378	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	108925	0	Males and Females	NA	Ever highly irritable/argumentative for 2 days	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.47.assoc.tsv.gz.tab	UKB-a:379	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335842	0	Males and Females	NA	Hand grip strength (right)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1767.assoc.tsv.gz.tab	UKB-a:38	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336743	0	Males and Females	NA	Adopted as a child	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4717.assoc.tsv.gz.tab	UKB-a:380	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	109508	0	Males and Females	NA	Shortness of breath walking on level ground	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4728.assoc.tsv.gz.tab	UKB-a:381	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110337	0	Males and Females	NA	Leg pain on walking	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.48.assoc.tsv.gz.tab	UKB-a:382	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336639	0	Males and Females	NA	Waist circumference	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4803_11.assoc.tsv.gz.tab	UKB-a:383	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	109411	0	Males and Females	NA	Tinnitus: Yes  now most or all of the time	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4803_13.assoc.tsv.gz.tab	UKB-a:384	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	109411	0	Males and Females	NA	Tinnitus: Yes  now some of the time	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4803_14.assoc.tsv.gz.tab	UKB-a:385	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	109411	0	Males and Females	NA	Tinnitus: Yes  but not now  but have in the past	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4825.assoc.tsv.gz.tab	UKB-a:386	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	110439	0	Males and Females	NA	Noisy workplace	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.4836.assoc.tsv.gz.tab	UKB-a:387	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	109889	0	Males and Females	NA	Loud music exposure frequency	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.49.assoc.tsv.gz.tab	UKB-a:388	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336601	0	Males and Females	NA	Hip circumference	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.50.assoc.tsv.gz.tab	UKB-a:389	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336474	0	Males and Females	NA	Standing height	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1787.assoc.tsv.gz.tab	UKB-a:39	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	289727	0	Males and Females	NA	Maternal smoking around birth	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.5057.assoc.tsv.gz.tab	UKB-a:390	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	95618	0	Males and Females	NA	Number of older siblings	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.5364.assoc.tsv.gz.tab	UKB-a:391	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	79291	0	Males and Females	NA	Average weekly intake of other alcoholic drinks	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6032.assoc.tsv.gz.tab	UKB-a:392	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	49623	0	Males and Females	NA	Maximum workload during fitness test	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6033.assoc.tsv.gz.tab	UKB-a:393	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	49610	0	Males and Females	NA	Maximum heart rate during fitness test	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6034.assoc.tsv.gz.tab	UKB-a:394	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	49623	0	Males and Females	NA	Target heart rate achieved	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6038.assoc.tsv.gz.tab	UKB-a:395	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	49623	0	Males and Females	NA	Number of trend entries	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6039.assoc.tsv.gz.tab	UKB-a:396	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	49623	0	Males and Females	NA	Duration of fitness test	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6138_1.assoc.tsv.gz.tab	UKB-a:397	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	334070	0	Males and Females	NA	Qualifications: College or University degree	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6138_100.assoc.tsv.gz.tab	UKB-a:398	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	334070	0	Males and Females	NA	Qualifications: None of the above	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6138_2.assoc.tsv.gz.tab	UKB-a:399	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	334070	0	Males and Females	NA	Qualifications: A levels/AS levels or equivalent	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1021.assoc.tsv.gz.tab	UKB-a:4	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	168725	0	Males and Females	NA	Duration of light DIY	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1797.assoc.tsv.gz.tab	UKB-a:40	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	328694	0	Males and Females	NA	Father still alive	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6138_3.assoc.tsv.gz.tab	UKB-a:400	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	334070	0	Males and Females	NA	Qualifications: O levels/GCSEs or equivalent	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6138_4.assoc.tsv.gz.tab	UKB-a:401	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	334070	0	Males and Females	NA	Qualifications: CSEs or equivalent	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6138_5.assoc.tsv.gz.tab	UKB-a:402	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	334070	0	Males and Females	NA	Qualifications: NVQ or HND or HNC or equivalent	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6138_6.assoc.tsv.gz.tab	UKB-a:403	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	334070	0	Males and Females	NA	Qualifications: Other professional qualifications eg: nursing  teaching	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6142_1.assoc.tsv.gz.tab	UKB-a:404	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336252	0	Males and Females	NA	Current employment status: In paid employment or self-employed	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6142_2.assoc.tsv.gz.tab	UKB-a:405	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336252	0	Males and Females	NA	Current employment status: Retired	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6142_3.assoc.tsv.gz.tab	UKB-a:406	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336252	0	Males and Females	NA	Current employment status: Looking after home and/or family	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6142_4.assoc.tsv.gz.tab	UKB-a:407	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336252	0	Males and Females	NA	Current employment status: Unable to work because of sickness or disability	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6142_6.assoc.tsv.gz.tab	UKB-a:408	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336252	0	Males and Females	NA	Current employment status: Doing unpaid or voluntary work	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6143_1.assoc.tsv.gz.tab	UKB-a:409	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	177550	0	Males and Females	NA	Transport type for commuting to job workplace: Car/motor vehicle	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1807.assoc.tsv.gz.tab	UKB-a:41	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	248726	0	Males and Females	NA	Fathers age at death	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6143_2.assoc.tsv.gz.tab	UKB-a:410	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	177550	0	Males and Females	NA	Transport type for commuting to job workplace: Walk	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6143_3.assoc.tsv.gz.tab	UKB-a:411	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	177550	0	Males and Females	NA	Transport type for commuting to job workplace: Public transport	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6143_4.assoc.tsv.gz.tab	UKB-a:412	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	177550	0	Males and Females	NA	Transport type for commuting to job workplace: Cycle	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6145_1.assoc.tsv.gz.tab	UKB-a:413	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335219	0	Males and Females	NA	Illness  injury  bereavement  stress in last 2 years: Serious illness  injury or assault to yourself	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6145_100.assoc.tsv.gz.tab	UKB-a:414	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335219	0	Males and Females	NA	Illness  injury  bereavement  stress in last 2 years: None of the above	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6145_2.assoc.tsv.gz.tab	UKB-a:415	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335219	0	Males and Females	NA	Illness  injury  bereavement  stress in last 2 years: Serious illness  injury or assault of a close relative	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6145_3.assoc.tsv.gz.tab	UKB-a:416	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335219	0	Males and Females	NA	Illness  injury  bereavement  stress in last 2 years: Death of a close relative	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6145_5.assoc.tsv.gz.tab	UKB-a:417	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335219	0	Males and Females	NA	Illness  injury  bereavement  stress in last 2 years: Marital separation/divorce	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6145_6.assoc.tsv.gz.tab	UKB-a:418	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335219	0	Males and Females	NA	Illness  injury  bereavement  stress in last 2 years: Financial difficulties	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6147_1.assoc.tsv.gz.tab	UKB-a:419	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335700	0	Males and Females	NA	Reason for glasses/contact lenses: For short-sightedness  i.e. only or mainly for distance viewing such as driving  cinema etc (called myopia)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1873.assoc.tsv.gz.tab	UKB-a:42	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	332194	0	Males and Females	NA	Number of full brothers	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6147_2.assoc.tsv.gz.tab	UKB-a:420	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335700	0	Males and Females	NA	Reason for glasses/contact lenses: For long-sightedness  i.e. for distance and near  but particularly for near tasks like reading (called hypermetropia)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6147_3.assoc.tsv.gz.tab	UKB-a:421	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335700	0	Males and Females	NA	Reason for glasses/contact lenses: For just reading/near work as you are getting older (called presbyopia)	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6147_4.assoc.tsv.gz.tab	UKB-a:422	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335700	0	Males and Females	NA	Reason for glasses/contact lenses: For astigmatism	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6148_1.assoc.tsv.gz.tab	UKB-a:423	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	108817	0	Males and Females	NA	Eye problems/disorders: Diabetes related eye disease	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6148_2.assoc.tsv.gz.tab	UKB-a:424	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	108817	0	Males and Females	NA	Eye problems/disorders: Glaucoma	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6148_3.assoc.tsv.gz.tab	UKB-a:425	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	108817	0	Males and Females	NA	Eye problems/disorders: Injury or trauma resulting in loss of vision	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6148_4.assoc.tsv.gz.tab	UKB-a:426	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	108817	0	Males and Females	NA	Eye problems/disorders: Cataract	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6149_1.assoc.tsv.gz.tab	UKB-a:427	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336138	0	Males and Females	NA	Mouth/teeth dental problems: Mouth ulcers	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6149_100.assoc.tsv.gz.tab	UKB-a:428	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336138	0	Males and Females	NA	Mouth/teeth dental problems: None of the above	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6149_2.assoc.tsv.gz.tab	UKB-a:429	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336138	0	Males and Females	NA	Mouth/teeth dental problems: Painful gums	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.1883.assoc.tsv.gz.tab	UKB-a:43	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	332255	0	Males and Females	NA	Number of full sisters	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6149_3.assoc.tsv.gz.tab	UKB-a:430	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336138	0	Males and Females	NA	Mouth/teeth dental problems: Bleeding gums	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6149_4.assoc.tsv.gz.tab	UKB-a:431	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336138	0	Males and Females	NA	Mouth/teeth dental problems: Loose teeth	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6149_5.assoc.tsv.gz.tab	UKB-a:432	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336138	0	Males and Females	NA	Mouth/teeth dental problems: Toothache	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6149_6.assoc.tsv.gz.tab	UKB-a:433	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336138	0	Males and Females	NA	Mouth/teeth dental problems: Dentures	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6150_1.assoc.tsv.gz.tab	UKB-a:434	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336683	0	Males and Females	NA	Vascular/heart problems diagnosed by doctor: Heart attack	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6150_100.assoc.tsv.gz.tab	UKB-a:435	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336683	0	Males and Females	NA	Vascular/heart problems diagnosed by doctor: None of the above	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6150_2.assoc.tsv.gz.tab	UKB-a:436	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336683	0	Males and Females	NA	Vascular/heart problems diagnosed by doctor: Angina	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6150_4.assoc.tsv.gz.tab	UKB-a:437	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	336683	0	Males and Females	NA	Vascular/heart problems diagnosed by doctor: High blood pressure	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6151_1.assoc.tsv.gz.tab	UKB-a:438	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335546	0	Males and Females	NA	Fractured bone site(s): Ankle	NA	2017
public	Neale	NA	Neale Lab	Allele.reorder.6151_5.assoc.tsv.gz.tab	UKB-a:439	1	0	0	NA	10894596	/projects/MRC-IEU/research/data/ukbiobank/summary/gwas/dev/cleaned_597_files/	0	Europrean	1	335546	0	Males and Females	NA	Fractured bone site(s): Wrist	NA	2017
