Name,Infinium Design Type,Chromosome,Location (hg19),Strand,Gene Symbol,Effect,Std. Error,Z-value,P-value,FDR,P-value (Current vs. Never),FDR (Current vs. Never),Dose Response
cg00736958,II,3,"52,099,548",F,C3orf74,6.6E-06,1.4E-06,4.78,1.8E-06,1.3E-05,0.000600271,2.1E-02,1
cg17342247,II,17,"3,540,594",R,CTNS;SHPK,-4.5E-06,1.5E-06,-2.95,0.0032,0.0076,0.00060052,2.1E-02,1
cg01436526,II,19,"11,641,099",R,ECSIT,6.2E-06,1.8E-06,3.43,6.1E-04,0.0019,0.000601157,2.1E-02,1
cg04090604,II,21,"46,222,557",R,UBE2G2,-6.8E-06,1.5E-06,-4.58,4.7E-06,3.0E-05,0.000601224,2.1E-02,1
cg11344005,II,22,"50,987,527",F,KLHDC7B,-2.0E-07,2.8E-06,-0.07,0.9433,0.9509,0.000601262,2.1E-02,0
cg26531665,I,1,"226,613,372",R,,1.8E-06,9.6E-07,1.90,0.0571,0.0856,0.000601798,2.1E-02,0
cg00321234,II,4,"141,217,605",R,SCOC,-3.9E-06,1.4E-06,-2.79,0.0053,0.0117,0.00060192,2.1E-02,1
cg12304441,II,12,"62,653,866",F,USP15,2.8E-07,6.7E-07,0.42,0.6732,0.7098,0.000602266,2.1E-02,0
cg23886216,II,14,"92,673,517",F,,1.6E-06,2.1E-06,0.79,0.4323,0.4817,0.000602675,2.1E-02,0
cg08611549,II,12,"108,064,394",R,,-2.5E-07,1.1E-06,-0.23,0.8206,0.8436,0.000603243,2.1E-02,0
cg00395296,II,22,"42,481,778",F,NDUFA6,3.6E-06,1.8E-06,2.03,0.0427,0.0673,0.000603414,2.1E-02,0
cg01920129,II,9,"111,808,842",R,C9orf5;MIR32,-3.8E-06,1.5E-06,-2.50,0.0123,0.0239,0.000603489,2.1E-02,1
cg13761321,II,9,"97,768,771",F,C9orf3,2.9E-06,3.2E-06,0.91,0.3632,0.4138,0.000603536,2.1E-02,0
cg19931529,II,2,"64,072,167",F,UGP2,4.9E-06,1.8E-06,2.80,0.0051,0.0114,0.000603574,2.1E-02,1
cg02544320,II,2,"11,264,689",R,,-8.0E-06,2.5E-06,-3.18,0.0015,0.0040,0.000603575,2.1E-02,1
cg18595867,II,1,"47,899,212",F,MGC12982,5.5E-06,1.7E-06,3.22,0.0013,0.0035,0.000603613,2.1E-02,1
cg20773320,II,5,"179,048,967",R,HNRNPH1,-3.1E-06,1.0E-06,-3.10,0.0019,0.0050,0.000603636,2.1E-02,1
cg10533331,I,15,"38,857,695",F,RASGRP1,-6.0E-06,2.7E-06,-2.28,0.0228,0.0398,0.000603885,2.1E-02,1
cg04132891,II,3,"112,351,647",R,CCDC80,-3.0E-06,1.8E-06,-1.65,0.0985,0.1359,0.000603931,2.1E-02,0
cg03652339,II,10,"112,258,641",R,DUSP5,-9.4E-06,2.2E-06,-4.32,1.6E-05,8.5E-05,0.000604392,2.1E-02,1
cg24892510,II,19,"53,636,309",F,ZNF415,6.7E-06,1.7E-06,3.86,1.2E-04,4.7E-04,0.000604601,2.1E-02,1
cg20671613,II,12,"10,753,798",F,KLRA1,3.1E-06,1.6E-06,1.96,0.0496,0.0763,0.000604647,2.1E-02,0
cg19220272,II,2,"43,312,367",F,,-3.0E-07,1.3E-06,-0.22,0.8244,0.8468,0.000604804,2.1E-02,0
cg18515031,II,10,"73,988,469",F,C10orf104,-1.3E-06,1.7E-06,-0.75,0.4547,0.5033,0.000604894,2.1E-02,0
cg13631094,II,9,"94,619,684",R,ROR2,-7.3E-06,2.5E-06,-2.88,0.0039,0.0091,0.000604954,2.1E-02,1
cg04218880,I,1,"40,388,264",F,,-4.6E-06,2.3E-06,-2.03,0.0421,0.0665,0.000605135,2.1E-02,0
cg26601073,II,17,"1,614,268",F,TLCD2,2.6E-06,1.5E-06,1.73,0.0840,0.1186,0.000605834,2.1E-02,0
cg17385483,II,12,"49,734,595",R,,-6.3E-06,3.6E-06,-1.77,0.0763,0.1092,0.000605863,2.1E-02,0
cg00305993,II,15,"76,116,615",R,,-5.8E-06,1.4E-06,-4.01,6.0E-05,2.7E-04,0.000605948,2.1E-02,1
cg25105633,II,14,"105,480,568",R,CDCA4,-1.8E-06,1.3E-06,-1.42,0.1560,0.2008,0.000605987,2.1E-02,0
cg09696560,II,3,"185,178,617",R,MAP3K13,1.1E-05,3.4E-06,3.28,0.0010,0.0030,0.000606319,2.1E-02,1
cg05077231,II,13,"49,793,054",F,MLNR,-1.1E-05,2.7E-06,-4.03,5.5E-05,2.5E-04,0.000606357,2.1E-02,1
cg15471946,II,21,"40,686,621",R,BRWD1,-3.2E-06,7.8E-07,-4.11,3.9E-05,1.8E-04,0.000606459,2.1E-02,1
cg25487404,II,8,"37,551,945",R,ZNF703,1.8E-06,1.5E-06,1.22,0.2226,0.2720,0.000606634,2.1E-02,0
cg15763121,II,4,"1,642,257",R,FAM53A,-3.4E-07,1.1E-06,-0.30,0.7631,0.7917,0.000606641,2.1E-02,0
cg12642815,II,5,"150,461,195",R,TNIP1,-3.6E-06,7.6E-07,-4.72,2.3E-06,1.6E-05,0.00060682,2.1E-02,1
cg26432459,II,5,"172,279,819",F,ERGIC1,2.0E-06,1.3E-06,1.52,0.1291,0.1711,0.000606914,2.1E-02,0
cg17373345,II,8,"66,946,188",R,DNAJC5B,8.4E-06,2.3E-06,3.62,3.0E-04,0.0010,0.000606925,2.1E-02,1
cg13946538,II,15,"96,911,696",F,,2.9E-06,1.2E-06,2.36,0.0185,0.0334,0.000607194,2.1E-02,1
cg00640376,II,6,"33,173,927",R,HSD17B8,-2.8E-06,1.6E-06,-1.78,0.0747,0.1073,0.000607224,2.1E-02,0
cg14004073,II,5,"63,986,733",R,FAM159B,6.1E-07,1.4E-06,0.43,0.6683,0.7052,0.000607363,2.1E-02,0
cg09818588,I,4,"84,406,319",R,FAM175A,-6.1E-06,2.0E-06,-2.98,0.0029,0.0071,0.000607563,2.1E-02,1
cg21180201,II,7,"1,983,503",R,MAD1L1,-8.4E-08,1.4E-06,-0.06,0.9520,0.9585,0.00060795,2.1E-02,0
cg19884937,II,6,"33,872,665",R,,6.1E-07,4.4E-06,0.14,0.8898,0.9051,0.000608382,2.1E-02,0
cg00305281,II,22,"42,316,176",F,,2.6E-06,1.2E-06,2.18,0.0292,0.0488,0.000608485,2.1E-02,1
cg24741744,II,18,"57,564,897",R,,-4.2E-06,2.2E-06,-1.87,0.0621,0.0918,0.000608485,2.1E-02,0
cg24555639,II,17,"80,397,641",F,HEXDC,-4.8E-06,1.6E-06,-2.93,0.0034,0.0081,0.00060871,2.1E-02,1
cg26894354,II,1,"203,311,314",R,FMOD,-8.9E-06,2.1E-06,-4.17,3.0E-05,1.5E-04,0.000609025,2.1E-02,1
cg26553513,II,11,"40,310,738",R,LRRC4C,-1.3E-05,2.5E-06,-5.33,9.6E-08,9.8E-07,0.000609052,2.1E-02,1
cg07169873,II,17,"2,652,559",R,MIR1253,1.6E-06,1.6E-06,1.04,0.2973,0.3480,0.000609082,2.1E-02,0
cg16182757,II,6,"126,658,808",F,,2.0E-06,1.4E-06,1.42,0.1568,0.2017,0.000609134,2.1E-02,0
cg00159523,I,10,"114,713,187",F,TCF7L2,-1.2E-05,6.9E-06,-1.77,0.0772,0.1104,0.000609175,2.1E-02,0
cg18255166,II,17,"13,504,399",R,HS3ST3A1,1.7E-06,1.4E-06,1.17,0.2421,0.2920,0.000609251,2.1E-02,0
cg27618777,II,6,"32,804,628",F,TAP2,-2.8E-06,1.3E-06,-2.14,0.0322,0.0531,0.000609316,2.1E-02,0
cg03159883,II,6,"14,215,435",F,,8.4E-07,1.8E-06,0.47,0.6402,0.6797,0.000609466,2.1E-02,0
cg14034270,II,14,"101,291,100",F,MEG3,1.9E-06,1.8E-06,1.06,0.2911,0.3416,0.000609469,2.1E-02,0
cg04872689,II,2,"68,592,375",F,PLEK,3.4E-06,1.3E-06,2.65,0.0081,0.0168,0.000609528,2.1E-02,1
cg09474442,II,2,"120,189,867",R,TMEM37,-6.9E-06,2.2E-06,-3.13,0.0017,0.0046,0.000610179,2.1E-02,1
cg16863332,II,10,"64,566,678",F,ADO,-4.5E-06,1.1E-06,-4.06,4.9E-05,2.2E-04,0.000610298,2.1E-02,1
cg12215340,I,20,"4,229,610",R,ADRA1D,3.6E-06,1.6E-06,2.26,0.0239,0.0413,0.0006103,2.1E-02,1
cg20603222,I,7,"1,096,387",F,C7orf50;GPR146,-2.0E-05,5.2E-06,-3.73,1.9E-04,7.1E-04,0.000610451,2.1E-02,1
cg15763899,II,11,"72,281,327",F,,-6.4E-06,2.4E-06,-2.72,0.0065,0.0140,0.000610578,2.1E-02,1
cg13229867,II,3,"151,058,783",F,MED12L;P2RY12,-1.7E-05,3.5E-06,-4.92,8.8E-07,6.9E-06,0.000610659,2.1E-02,1
cg16269196,II,4,"141,264,721",R,SCOC,8.5E-06,2.5E-06,3.38,7.3E-04,0.0022,0.000610662,2.1E-02,1
cg21582253,II,5,"16,181,039",R,MARCH11,-5.2E-07,4.1E-06,-0.13,0.8996,0.9132,0.000610685,2.1E-02,0
cg22510074,II,7,"71,803,123",R,CALN1,-4.5E-07,2.1E-06,-0.21,0.8344,0.8557,0.000610958,2.1E-02,0
cg03263730,II,1,"7,841,722",F,,2.4E-06,1.2E-06,2.06,0.0397,0.0633,0.000611624,2.1E-02,0
cg27042983,II,6,"44,063,147",F,,-8.7E-06,2.0E-06,-4.34,1.4E-05,7.8E-05,0.000611694,2.1E-02,1
cg00333528,II,6,"89,927,485",F,GABRR1,1.3E-07,1.4E-06,0.09,0.9270,0.9371,0.000611836,2.1E-02,0
cg17061505,I,11,"1,594,896",F,HCCA2;LOC338651,-3.9E-06,8.2E-07,-4.81,1.5E-06,1.1E-05,0.000612128,2.1E-02,1
cg06817516,I,15,"45,404,896",R,DUOX2,4.0E-07,1.2E-06,0.33,0.7380,0.7689,0.000612389,2.1E-02,0
cg00028929,II,12,"52,908,478",F,KRT5,-3.1E-06,2.1E-06,-1.48,0.1401,0.1832,0.000612744,2.1E-02,0
cg06372850,II,2,"164,205,188",R,,-8.3E-06,4.7E-06,-1.77,0.0774,0.1106,0.000612898,2.1E-02,0
cg13506158,II,3,"191,048,377",F,UTS2D;CCDC50,-4.8E-06,1.5E-06,-3.17,0.0015,0.0040,0.000613039,2.1E-02,1
cg01663407,II,2,"64,754,308",F,AFTPH,-1.3E-06,1.6E-06,-0.82,0.4133,0.4633,0.000613517,2.1E-02,0
cg08634012,II,19,"47,250,264",R,FKRP;STRN4,-2.7E-06,1.7E-06,-1.64,0.1010,0.1389,0.000613577,2.1E-02,0
cg25519804,II,6,"4,647,922",R,,7.1E-07,5.1E-07,1.40,0.1612,0.2065,0.000613691,2.1E-02,0
cg18439734,I,6,"106,440,072",R,,-2.8E-07,5.9E-07,-0.48,0.6302,0.6706,0.000613692,2.1E-02,0
cg27570951,II,17,"79,801,578",F,P4HB,3.6E-06,1.4E-06,2.57,0.0101,0.0203,0.000614661,2.1E-02,1
cg20519670,II,14,"65,172,006",F,PLEKHG3,1.8E-07,1.4E-06,0.13,0.8953,0.9098,0.000614683,2.1E-02,0
cg16597045,II,1,"9,714,845",R,C1orf200;PIK3CD,-2.9E-06,1.2E-06,-2.35,0.0189,0.0341,0.00061486,2.1E-02,1
cg06092310,II,1,"26,097,918",F,MAN1C1,3.6E-06,1.4E-06,2.54,0.0111,0.0219,0.000615014,2.1E-02,1
cg24643922,I,10,"134,236,975",F,,4.2E-06,1.7E-06,2.41,0.0158,0.0292,0.000615191,2.1E-02,1
cg20895054,II,6,"18,261,541",R,DEK,-3.2E-06,1.5E-06,-2.16,0.0308,0.0512,0.000615247,2.1E-02,0
cg22147446,II,20,"4,879,261",R,SLC23A2,2.4E-06,1.5E-06,1.53,0.1254,0.1669,0.000615313,2.1E-02,0
cg03176810,II,11,"110,633,644",F,,-4.4E-06,1.4E-06,-3.04,0.0024,0.0060,0.000615341,2.1E-02,1
cg26053832,II,16,"54,971,600",F,,-5.6E-06,1.8E-06,-3.14,0.0017,0.0045,0.000615675,2.1E-02,1
cg03069122,II,7,"49,815,751",F,VWC2,2.9E-06,1.2E-06,2.38,0.0172,0.0315,0.000615978,2.1E-02,1
cg03588189,II,17,"61,988,802",F,CSHL1,7.7E-07,9.5E-07,0.81,0.4195,0.4692,0.000616613,2.2E-02,0
cg03724628,II,19,"1,440,260",R,RPS15,-2.1E-06,1.1E-06,-1.81,0.0705,0.1022,0.000616832,2.2E-02,0
cg22537843,II,19,"298,437",R,,-7.2E-07,1.6E-06,-0.44,0.6583,0.6963,0.000617647,2.2E-02,0
cg02822108,II,12,"126,718,414",R,,1.1E-05,5.8E-06,1.95,0.0517,0.0788,0.000617839,2.2E-02,0
cg23391006,II,3,"8,811,279",F,OXTR,1.2E-06,4.7E-07,2.47,0.0133,0.0255,0.000617846,2.2E-02,1
cg00166770,II,20,"55,043,239",R,C20orf43,-5.6E-06,1.5E-06,-3.71,2.0E-04,7.5E-04,0.000618307,2.2E-02,1
cg08183407,II,15,"40,804,194",F,,-2.8E-07,1.1E-06,-0.25,0.8039,0.8289,0.0006184,2.2E-02,0
cg07549924,II,4,"54,036",R,ZNF595;ZNF718,-2.7E-06,3.0E-06,-0.88,0.3800,0.4302,0.000618463,2.2E-02,0
cg00945209,I,17,"76,801,579",R,USP36,-2.4E-06,1.7E-06,-1.44,0.1495,0.1938,0.000618599,2.2E-02,0
cg06377473,I,10,"116,528,363",F,,3.4E-06,1.2E-06,2.76,0.0057,0.0126,0.000618869,2.2E-02,1
cg20556988,II,17,"32,690,127",F,CCL1,3.6E-06,1.1E-06,3.32,8.9E-04,0.0026,0.000619003,2.2E-02,1
cg20203041,II,17,"41,857,647",R,DUSP3;C17orf105,1.8E-06,1.5E-06,1.24,0.2158,0.2652,0.000619232,2.2E-02,0
cg22149516,II,5,"101,632,314",F,SLCO4C1,6.8E-07,6.7E-07,1.02,0.3083,0.3591,0.000619262,2.2E-02,0
cg01929377,II,13,"37,634,127",R,FAM48A,6.6E-06,2.3E-06,2.81,0.0050,0.0112,0.00061954,2.2E-02,1
cg10636447,I,20,"826,023",F,FAM110A,2.3E-06,4.4E-06,0.53,0.5965,0.6387,0.000619762,2.2E-02,0
cg19047292,I,16,"56,228,442",R,DKFZP434H168;GNAO1,5.4E-07,6.7E-07,0.80,0.4247,0.4742,0.000619934,2.2E-02,0
cg07919145,II,22,"39,780,408",R,SYNGR1,-1.3E-06,1.8E-06,-0.73,0.4655,0.5138,0.000619973,2.2E-02,0
cg01113988,II,6,"106,035,528",F,,-1.0E-06,1.6E-06,-0.64,0.5244,0.5705,0.000619978,2.2E-02,0
cg08092680,II,14,"96,181,044",R,TCL1A,-1.0E-05,3.5E-06,-2.88,0.0040,0.0092,0.000620014,2.2E-02,1
cg17035539,II,1,"229,544,326",R,,4.3E-06,3.1E-06,1.36,0.1746,0.2210,0.000620097,2.2E-02,0
cg26324366,II,6,"99,283,652",F,POU3F2,3.1E-06,1.2E-06,2.59,0.0096,0.0193,0.000620098,2.2E-02,1
cg26362453,I,8,"847,704",F,,-6.3E-06,2.1E-06,-3.04,0.0024,0.0060,0.000620134,2.2E-02,1
cg02093833,II,17,"16,287,835",R,,-4.4E-06,1.8E-06,-2.52,0.0119,0.0231,0.000620215,2.2E-02,1
cg04513311,II,16,"88,972,865",F,CBFA2T3,6.0E-06,1.7E-06,3.59,3.3E-04,0.0011,0.00062026,2.2E-02,1
cg10068539,II,11,"63,608,207",F,MARK2,-4.7E-06,1.2E-06,-3.90,9.7E-05,4.0E-04,0.0006204,2.2E-02,1
cg11800635,I,2,"74,783,088",R,DOK1,-7.0E-06,2.1E-06,-3.34,8.3E-04,0.0025,0.000620544,2.2E-02,1
cg01090821,II,2,"239,066,990",F,,-7.3E-06,2.9E-06,-2.46,0.0138,0.0261,0.000620775,2.2E-02,1
cg17714987,II,4,"89,445,475",R,PIGY,-8.2E-06,2.4E-06,-3.49,4.8E-04,0.0016,0.000621227,2.2E-02,1
cg03308803,II,7,"5,288,118",F,,4.6E-06,2.0E-06,2.31,0.0209,0.0370,0.000621279,2.2E-02,1
cg01588379,I,7,"151,433,326",F,PRKAG2,-1.0E-05,3.8E-06,-2.67,0.0076,0.0159,0.000621315,2.2E-02,1
cg13585149,II,13,"50,589,443",R,TRIM13;KCNRG;DLEU2,-2.9E-06,2.6E-06,-1.10,0.2710,0.3213,0.000621407,2.2E-02,0
cg12922093,II,7,"24,767,644",F,DFNA5,1.6E-06,2.0E-06,0.81,0.4156,0.4655,0.000621899,2.2E-02,0
cg06948553,II,X,"40,037,418",F,BCOR,3.7E-06,2.8E-06,1.32,0.1879,0.2354,0.000621945,2.2E-02,0
cg13279774,II,X,"102,632,528",F,NGFRAP1,-6.0E-06,4.6E-06,-1.32,0.1858,0.2332,0.000622247,2.2E-02,0
cg14801546,II,6,"111,284,012",R,GTF3C6,1.5E-06,8.9E-07,1.65,0.0992,0.1367,0.000622475,2.2E-02,0
cg03886681,II,2,"240,059,931",F,HDAC4,2.4E-06,1.7E-06,1.44,0.1495,0.1938,0.000623402,2.2E-02,0
cg21590264,II,5,"37,834,850",F,GDNF,2.2E-06,1.2E-06,1.80,0.0726,0.1048,0.000623576,2.2E-02,0
cg21031917,II,6,"62,596,341",R,KHDRBS2,-5.4E-06,2.1E-06,-2.60,0.0093,0.0189,0.000623584,2.2E-02,1
cg04131468,II,17,"12,694,449",F,RICH2,-4.1E-06,2.2E-06,-1.82,0.0692,0.1006,0.000623676,2.2E-02,0
cg05938624,II,8,"1,314,612",R,,-4.7E-06,1.4E-06,-3.46,5.3E-04,0.0017,0.000623752,2.2E-02,1
cg01965380,II,1,"90,321,064",R,LRRC8D,-7.3E-06,2.2E-06,-3.40,6.8E-04,0.0021,0.000623821,2.2E-02,1
cg19228034,II,7,"92,672,812",R,,-1.5E-05,4.1E-06,-3.67,2.4E-04,8.7E-04,0.000623968,2.2E-02,1
cg18426060,I,14,"105,262,348",F,AKT1,-1.2E-06,4.3E-07,-2.72,0.0066,0.0141,0.000624012,2.2E-02,1
cg01465102,II,4,"40,942,131",F,APBB2,-4.6E-07,1.2E-06,-0.39,0.6960,0.7305,0.000624529,2.2E-02,0
cg26371327,II,1,"16,473,143",F,EPHA2,4.8E-06,3.8E-06,1.28,0.2013,0.2498,0.000624542,2.2E-02,0
cg27137389,II,10,"130,339,165",R,,-6.3E-06,1.3E-06,-4.73,2.3E-06,1.6E-05,0.000624586,2.2E-02,1
cg02216032,II,16,"88,949,367",R,CBFA2T3,2.2E-06,9.7E-07,2.29,0.0223,0.0390,0.000624917,2.2E-02,1
cg20422819,II,5,"1,084,425",R,SLC12A7,-3.6E-06,1.3E-06,-2.79,0.0053,0.0117,0.000625421,2.2E-02,1
cg19887700,II,12,"115,136,200",R,,-4.3E-06,1.5E-06,-2.82,0.0048,0.0108,0.000625635,2.2E-02,1
cg26982601,I,8,"48,677,407",R,,-9.1E-07,2.2E-06,-0.41,0.6853,0.7209,0.000625661,2.2E-02,0
cg17066452,II,6,"33,173,501",R,HSD17B8,-6.0E-06,1.6E-06,-3.79,1.5E-04,5.9E-04,0.00062591,2.2E-02,1
cg07379335,II,5,"127,211,437",F,,-3.1E-06,9.2E-07,-3.40,6.7E-04,0.0020,0.000626161,2.2E-02,1
cg18496247,II,15,"96,960,574",R,,1.1E-06,8.9E-07,1.22,0.2230,0.2724,0.000626366,2.2E-02,0
cg22964469,II,11,"121,337,508",R,SORL1,-5.4E-06,1.4E-06,-3.87,1.1E-04,4.4E-04,0.000626483,2.2E-02,1
cg15382568,II,22,"25,800,078",F,,-4.5E-06,1.8E-06,-2.45,0.0143,0.0269,0.000626697,2.2E-02,1
cg11684826,II,7,"6,055,582",F,AIMP2,-5.3E-06,1.5E-06,-3.60,3.2E-04,0.0011,0.000626909,2.2E-02,1
cg19811446,I,17,"77,006,090",R,CANT1,-8.9E-07,3.7E-07,-2.41,0.0157,0.0292,0.000626911,2.2E-02,1
cg27464065,II,12,"12,940,610",F,APOLD1,-1.2E-05,2.3E-06,-5.35,8.8E-08,9.1E-07,0.000627292,2.2E-02,1
cg23071286,II,15,"91,360,201",R,,1.9E-06,1.1E-06,1.76,0.0780,0.1113,0.000627444,2.2E-02,0
cg20080983,II,22,"29,430,271",R,ZNRF3,1.2E-06,1.5E-06,0.79,0.4291,0.4785,0.000627783,2.2E-02,0
cg16292768,II,8,"27,467,783",R,CLU,-6.5E-06,2.0E-06,-3.18,0.0015,0.0040,0.000627929,2.2E-02,1
cg21916461,II,11,"68,148,079",R,LRP5,-5.3E-06,1.3E-06,-4.15,3.3E-05,1.6E-04,0.000628049,2.2E-02,1
cg10096893,II,1,"85,159,003",F,,8.6E-06,2.4E-06,3.63,2.8E-04,9.8E-04,0.000628169,2.2E-02,1
cg07996532,II,1,"21,620,812",R,ECE1,-1.5E-06,1.3E-06,-1.16,0.2452,0.2951,0.000628488,2.2E-02,0
cg01924493,II,12,"124,787,465",R,FAM101A,1.1E-07,1.5E-06,0.07,0.9411,0.9490,0.000628771,2.2E-02,0
cg13790810,II,17,"55,540,412",R,MSI2,-3.6E-06,1.4E-06,-2.46,0.0141,0.0265,0.000628796,2.2E-02,1
cg20496896,II,3,"46,579,532",R,LRRC2,5.1E-06,1.7E-06,3.06,0.0022,0.0057,0.000628882,2.2E-02,1
cg22570053,II,5,"134,210,839",R,TXNDC15,-8.7E-07,7.2E-07,-1.22,0.2234,0.2728,0.000628904,2.2E-02,0
cg11958827,II,1,"44,252,126",R,ST3GAL3,-4.6E-06,1.5E-06,-3.05,0.0023,0.0058,0.000629471,2.2E-02,1
cg25941354,II,2,"218,989,983",F,CXCR2,2.7E-07,1.6E-06,0.17,0.8628,0.8808,0.000629574,2.2E-02,0
cg01449663,II,17,"8,926,249",R,NTN1,2.9E-06,1.5E-06,1.98,0.0472,0.0733,0.000629661,2.2E-02,0
cg14505741,II,4,"1,202,780",R,LOC100130872-SPON2;LOC100130872,-5.4E-06,1.8E-06,-2.98,0.0029,0.0071,0.000629747,2.2E-02,1
cg22357679,II,4,"7,486,772",R,SORCS2,-3.8E-06,1.9E-06,-2.04,0.0416,0.0657,0.000629881,2.2E-02,0
cg10959242,II,4,"2,392,280",F,ZFYVE28,-1.4E-06,1.4E-06,-1.02,0.3060,0.3567,0.000630049,2.2E-02,0
cg23154526,II,15,"60,297,323",R,FOXB1,2.3E-06,9.7E-07,2.38,0.0171,0.0314,0.000630324,2.2E-02,1
cg04269747,II,11,"111,956,647",R,TIMM8B;SDHD,-9.6E-06,2.5E-06,-3.83,1.3E-04,5.1E-04,0.000630376,2.2E-02,1
cg01502484,I,16,"67,192,220",R,TRADD,-7.1E-07,1.8E-06,-0.39,0.6955,0.7302,0.000630609,2.2E-02,0
cg02400565,II,19,"42,259,235",F,CEACAM6,4.4E-06,2.0E-06,2.22,0.0266,0.0451,0.000630666,2.2E-02,1
cg04384914,II,14,"68,759,670",R,RAD51L1,5.1E-07,1.2E-06,0.42,0.6769,0.7131,0.000630987,2.2E-02,0
cg23284074,II,10,"17,486,972",R,ST8SIA6,-5.3E-06,1.7E-06,-3.04,0.0023,0.0059,0.00063113,2.2E-02,1
cg19360104,II,1,"154,475,269",R,TDRD10;SHE,2.1E-06,1.9E-06,1.10,0.2695,0.3199,0.000631318,2.2E-02,0
cg02675179,II,16,"20,686,073",R,ACSM1,4.6E-06,1.5E-06,3.00,0.0027,0.0067,0.000631404,2.2E-02,1
cg02106682,II,7,"27,184,461",F,HOXA5,-1.2E-05,3.9E-06,-3.13,0.0017,0.0046,0.000631564,2.2E-02,1
cg19802138,II,13,"112,722,719",F,SOX1,4.8E-06,1.6E-06,2.98,0.0029,0.0070,0.00063161,2.2E-02,1
cg11726288,II,1,"11,902,283",F,CLCN6,3.4E-06,1.4E-06,2.42,0.0153,0.0285,0.000631839,2.2E-02,1
cg24029517,I,4,"11,429,531",F,HS3ST1,-3.2E-06,1.6E-06,-2.06,0.0392,0.0626,0.000632065,2.2E-02,0
cg20741169,II,7,"27,205,159",R,HOXA9,3.9E-07,7.1E-07,0.54,0.5894,0.6321,0.000632517,2.2E-02,0
cg24239148,I,10,"63,422,841",F,C10orf107,4.7E-06,2.4E-06,1.93,0.0536,0.0813,0.000632599,2.2E-02,0
cg02262923,I,17,"29,285,543",R,ADAP2,2.8E-06,1.2E-06,2.27,0.0232,0.0404,0.000632599,2.2E-02,1
cg07303275,II,16,"75,499,416",F,TMEM170A,2.1E-06,1.2E-06,1.76,0.0784,0.1117,0.000632707,2.2E-02,0
cg03068030,I,22,"46,688,823",R,TTC38,8.9E-07,1.8E-06,0.50,0.6153,0.6566,0.000633042,2.2E-02,0
cg12544951,II,20,"21,695,343",F,PAX1,6.5E-07,9.4E-07,0.69,0.4917,0.5396,0.000633307,2.2E-02,0
cg05118764,II,3,"183,993,721",R,ECE2,2.6E-06,1.6E-06,1.58,0.1141,0.1540,0.000633625,2.2E-02,0
cg03043696,II,1,"1,820,656",R,GNB1,-6.7E-06,1.8E-06,-3.82,1.3E-04,5.2E-04,0.000633721,2.2E-02,1
cg11798814,II,6,"26,128,103",R,,-5.0E-06,2.1E-06,-2.34,0.0194,0.0348,0.000633903,2.2E-02,1
cg15594471,II,11,"94,883,474",R,,3.5E-06,2.1E-06,1.68,0.0929,0.1294,0.000634165,2.2E-02,0
cg04346672,I,14,"69,229,910",F,,2.8E-06,1.8E-06,1.56,0.1176,0.1581,0.000634383,2.2E-02,0
cg19445684,II,5,"142,077,529",F,FGF1,-4.8E-06,1.2E-06,-4.05,5.2E-05,2.4E-04,0.000634717,2.2E-02,1
cg21171978,II,22,"32,029,943",R,,1.5E-07,1.2E-06,0.12,0.9023,0.9152,0.000634735,2.2E-02,0
cg24040346,I,6,"106,533,925",F,PRDM1,-2.4E-06,8.6E-07,-2.81,0.0050,0.0111,0.000634909,2.2E-02,1
cg00339241,II,15,"41,196,012",F,VPS18,-4.5E-06,1.9E-06,-2.37,0.0176,0.0321,0.000634954,2.2E-02,1
cg06329392,I,13,"40,762,435",F,,-3.2E-06,1.5E-06,-2.05,0.0399,0.0636,0.000635001,2.2E-02,0
cg14829660,II,8,"142,201,574",R,DENND3,3.8E-06,1.7E-06,2.18,0.0291,0.0486,0.000635022,2.2E-02,1
cg21490635,II,12,"13,349,273",F,EMP1,-3.6E-06,1.5E-06,-2.46,0.0139,0.0263,0.000635028,2.2E-02,1
cg09552402,II,20,"62,282,821",R,STMN3,-8.2E-06,2.1E-06,-3.90,9.7E-05,4.0E-04,0.000635735,2.2E-02,1
cg24359323,I,11,"69,634,372",R,FGF3,9.9E-07,9.2E-07,1.07,0.2826,0.3332,0.000636064,2.2E-02,0
cg03545620,II,1,"26,871,525",R,RPS6KA1,1.5E-06,1.7E-06,0.87,0.3826,0.4328,0.000637205,2.2E-02,0
cg13778815,II,4,"190,949,272",F,FRG2,2.7E-06,2.0E-06,1.34,0.1790,0.2257,0.000637212,2.2E-02,0
cg01422243,II,10,"22,725,309",R,,3.0E-06,1.9E-06,1.59,0.1128,0.1525,0.000637227,2.2E-02,0
cg17760043,II,4,"126,279,846",F,FAT4,2.9E-06,1.4E-06,2.02,0.0434,0.0682,0.000637347,2.2E-02,0
cg20955507,II,6,"30,853,258",F,DDR1,-1.1E-06,2.0E-06,-0.54,0.5913,0.6339,0.000637769,2.2E-02,0
cg11003009,II,5,"74,632,112",F,HMGCR,5.0E-07,4.0E-07,1.25,0.2122,0.2615,0.000637939,2.2E-02,0
cg07722220,II,2,"206,812,926",R,,8.8E-07,8.7E-07,1.01,0.3129,0.3637,0.000638405,2.2E-02,0
